"","satisfaction_level","last_evaluation","number_project","average_montly_hours","time_spend_company","Work_accident","left","promotion_last_5years","sales","salary"
"10235",0.61,0.74,3,160,3,0,0,0,"marketing","medium"
"4468",0.89,0.78,3,185,2,1,0,0,"technical","medium"
"9649",0.61,0.46,4,172,3,0,0,0,"accounting","low"
"8745",0.12,0.5,5,287,4,0,0,0,"technical","low"
"12647",0.51,0.83,5,249,4,0,1,0,"technical","medium"
"3648",0.95,0.59,4,235,3,0,0,0,"IT","medium"
"8530",0.96,0.48,3,182,2,1,0,0,"support","medium"
"2766",0.76,0.63,3,162,2,0,0,0,"sales","medium"
"10146",0.51,0.74,4,151,3,0,0,0,"product_mng","medium"
"1151",0.43,0.46,2,129,3,0,1,0,"marketing","low"
"9975",0.58,0.62,3,218,3,0,0,0,"support","medium"
"993",0.45,0.57,2,151,3,0,1,0,"accounting","low"
"9062",0.89,0.64,5,191,3,0,0,0,"support","low"
"5424",0.94,0.7,3,176,3,0,0,0,"technical","low"
"9408",0.94,0.84,5,240,3,0,0,0,"sales","low"
"7119",0.85,0.67,3,267,2,1,0,0,"sales","low"
"7410",0.23,0.7,4,233,2,0,0,0,"management","medium"
"460",0.4,0.48,2,137,3,0,1,0,"sales","medium"
"12955",0.61,0.73,3,252,3,0,0,0,"technical","high"
"11361",0.62,0.75,5,165,4,0,0,0,"sales","medium"
"383",0.45,0.48,2,144,3,0,1,0,"marketing","medium"
"4551",0.65,0.8,6,233,3,1,0,1,"support","medium"
"7104",0.56,0.78,3,200,2,0,0,0,"support","medium"
"8546",0.22,0.65,5,174,5,1,0,0,"RandD","medium"
"5884",0.97,0.69,4,203,2,0,0,0,"management","low"
"1575",0.36,0.51,2,129,3,0,1,0,"support","low"
"5115",0.74,0.81,4,150,2,0,0,0,"accounting","medium"
"6622",0.92,0.83,5,270,3,0,0,0,"technical","low"
"14214",0.11,0.88,7,272,4,0,1,0,"sales","medium"
"13134",0.18,0.81,4,147,4,0,0,0,"marketing","low"
"645",0.58,0.62,4,238,3,0,1,0,"hr","low"
"453",0.1,0.87,6,286,4,0,1,0,"IT","medium"
"7554",0.84,0.45,3,263,2,0,0,0,"RandD","low"
"4656",0.8,0.86,3,136,2,0,0,0,"RandD","medium"
"9291",0.77,0.4,4,207,5,0,0,0,"support","low"
"339",0.39,0.5,2,142,3,0,1,0,"hr","medium"
"11609",0.15,0.75,3,259,8,1,0,0,"marketing","high"
"8032",0.66,0.95,4,224,2,0,0,0,"sales","medium"
"736",0.83,0.99,5,258,5,0,1,0,"support","high"
"2615",0.88,0.6,4,224,2,0,0,0,"sales","low"
"11324",0.84,0.56,5,224,2,0,0,0,"support","medium"
"2294",0.75,0.77,4,136,3,0,0,0,"management","medium"
"13211",0.79,0.67,5,156,2,0,0,0,"product_mng","low"
"14008",0.64,0.55,3,246,2,0,0,1,"marketing","high"
"7721",0.58,0.63,4,171,3,0,0,0,"sales","medium"
"5441",0.52,0.98,4,148,3,0,0,0,"sales","low"
"7794",0.89,0.73,3,274,2,0,0,0,"sales","medium"
"348",0.11,0.8,6,282,4,0,1,0,"technical","medium"
"8537",0.53,0.59,3,148,3,0,0,0,"IT","medium"
"8340",0.94,0.98,4,197,3,0,0,0,"sales","medium"
"8376",0.83,0.99,3,226,3,0,0,0,"support","medium"
"6165",0.72,0.55,4,145,3,0,0,0,"technical","low"
"12111",0.43,0.47,2,144,3,0,1,0,"hr","medium"
"8788",0.89,0.51,4,141,3,0,0,0,"sales","low"
"11317",0.66,0.81,3,174,3,0,0,0,"technical","low"
"10259",0.54,0.52,3,115,3,0,0,0,"accounting","low"
"14857",0.4,0.54,2,141,3,0,1,0,"technical","medium"
"1276",0.1,0.83,6,283,5,0,1,0,"support","medium"
"14867",0.77,1,4,232,5,0,1,0,"technical","medium"
"11342",0.77,0.91,4,239,3,1,0,0,"product_mng","low"
"9732",0.96,0.96,5,243,3,0,0,0,"technical","medium"
"5285",0.98,0.56,5,180,3,0,0,0,"sales","medium"
"10179",0.52,0.61,3,203,3,0,0,0,"sales","high"
"1624",0.39,0.53,2,153,3,0,1,0,"sales","medium"
"12002",0.8,0.86,5,262,6,0,1,0,"sales","medium"
"11563",0.76,0.79,3,247,3,0,0,0,"sales","low"
"203",0.76,1,5,219,5,0,1,0,"support","low"
"6973",0.49,0.66,3,163,3,0,0,0,"sales","medium"
"5393",0.89,0.63,3,268,3,0,0,0,"support","medium"
"2753",0.82,0.55,3,217,4,1,0,0,"technical","medium"
"390",0.42,0.57,2,154,3,1,1,0,"marketing","medium"
"3570",0.73,0.83,2,167,3,0,0,0,"technical","medium"
"9145",0.16,0.89,4,196,3,1,0,0,"IT","low"
"7384",0.77,0.98,3,273,3,0,0,0,"support","high"
"2810",0.5,0.91,3,212,2,0,0,0,"IT","low"
"13209",0.51,0.58,4,140,2,1,0,0,"product_mng","low"
"312",0.11,0.95,7,300,4,0,1,0,"management","medium"
"6366",0.63,0.72,2,161,5,0,0,0,"hr","medium"
"8179",0.46,0.55,3,139,2,0,0,0,"sales","medium"
"7880",0.51,0.67,4,133,3,0,0,0,"sales","medium"
"13411",0.84,0.85,4,207,10,0,0,0,"sales","low"
"3895",0.58,1,4,258,3,0,0,0,"support","medium"
"14039",0.53,0.68,4,173,3,0,0,0,"sales","medium"
"6530",0.49,0.67,3,254,2,1,0,0,"technical","medium"
"7728",0.61,0.47,2,149,3,0,0,0,"sales","medium"
"7300",0.52,0.79,5,265,3,1,0,0,"support","high"
"12353",0.91,0.91,4,262,6,0,1,0,"support","low"
"1325",0.76,0.82,4,254,5,1,1,0,"sales","medium"
"5641",0.21,0.76,4,165,6,1,0,0,"product_mng","low"
"7973",0.53,0.7,4,243,3,0,0,0,"technical","low"
"8274",0.99,0.92,5,174,5,0,0,0,"accounting","medium"
"13753",0.51,0.89,4,233,7,0,0,0,"sales","medium"
"14818",0.38,0.56,2,161,3,0,1,0,"RandD","medium"
"9055",0.64,0.77,3,249,2,1,0,0,"support","low"
"4855",0.79,0.69,4,209,2,0,0,0,"support","medium"
"13302",0.87,0.52,4,140,3,0,0,0,"product_mng","medium"
"1540",0.83,0.92,4,235,5,0,1,0,"sales","low"
"13075",0.5,0.77,4,180,3,0,0,0,"sales","medium"
"13755",0.96,0.48,4,198,7,0,0,0,"sales","medium"
"1008",0.36,0.52,2,137,3,1,1,0,"sales","medium"
"3878",0.64,0.61,4,191,4,0,0,0,"IT","low"
"10444",0.75,0.71,5,147,4,1,0,0,"IT","medium"
"2960",0.55,0.82,2,197,4,0,0,0,"technical","low"
"11282",0.87,0.88,4,140,8,0,0,0,"marketing","medium"
"1027",0.46,0.53,2,129,3,0,1,0,"technical","low"
"13812",0.95,0.75,4,151,3,0,0,0,"product_mng","medium"
"12892",0.92,0.76,5,132,3,1,0,0,"RandD","low"
"3777",0.53,0.68,4,214,3,0,0,0,"technical","medium"
"1736",0.38,0.46,2,160,3,0,1,0,"support","low"
"10186",0.96,0.8,5,195,4,1,0,0,"hr","low"
"7964",0.21,0.76,6,219,4,1,0,0,"sales","medium"
"853",0.82,0.89,5,217,5,0,1,0,"sales","high"
"5804",0.74,0.67,4,158,3,0,0,0,"sales","low"
"2444",0.54,0.77,4,271,3,0,0,0,"support","medium"
"4894",0.9,0.78,4,261,2,1,0,0,"sales","medium"
"8524",0.47,0.55,5,207,3,0,0,0,"support","low"
"7260",0.86,0.91,4,182,2,0,0,0,"marketing","medium"
"1761",0.37,0.55,2,140,3,0,1,0,"technical","low"
"738",0.42,0.56,2,143,3,0,1,0,"support","medium"
"4704",0.85,0.86,3,231,3,0,0,0,"support","medium"
"11486",0.71,0.53,4,196,2,1,0,0,"sales","low"
"12268",0.45,0.53,2,129,3,0,1,0,"technical","high"
"6669",0.36,0.63,3,130,5,0,0,0,"accounting","low"
"3194",0.49,0.58,5,186,2,0,0,0,"IT","high"
"11022",0.56,0.92,4,224,3,0,0,0,"sales","medium"
"2468",0.85,0.75,4,139,3,0,0,0,"sales","low"
"12511",0.44,0.48,2,146,3,0,1,0,"support","low"
"15",0.36,0.56,2,137,3,0,1,0,"sales","low"
"31",0.09,0.62,6,294,4,0,1,0,"accounting","low"
"1705",0.38,0.49,2,140,3,0,1,0,"sales","medium"
"7901",0.56,0.71,5,243,3,0,0,0,"technical","medium"
"7688",0.26,0.7,3,238,6,0,0,0,"support","medium"
"8183",0.89,0.77,4,269,4,0,0,0,"sales","medium"
"8420",0.55,0.97,5,125,4,0,0,0,"sales","medium"
"12795",0.91,0.88,3,189,2,0,0,0,"support","medium"
"3169",0.71,0.62,3,258,2,0,0,0,"technical","medium"
"11961",0.82,0.67,3,198,3,1,0,0,"product_mng","low"
"14683",0.44,0.53,2,149,3,0,1,0,"sales","low"
"1910",0.14,0.75,4,277,5,1,1,0,"sales","medium"
"1509",0.88,0.88,5,248,5,0,1,0,"technical","medium"
"13471",0.55,0.64,4,201,10,1,0,0,"management","medium"
"2922",0.79,0.89,4,240,3,0,0,0,"sales","medium"
"7849",0.94,0.73,5,142,2,1,0,0,"IT","high"
"9657",0.93,0.44,5,190,5,0,0,0,"technical","medium"
"651",0.39,0.45,2,134,3,0,1,0,"technical","medium"
"12524",0.74,0.82,4,239,6,0,1,0,"IT","low"
"5551",0.38,0.77,3,173,5,0,0,0,"support","medium"
"4354",0.72,0.74,3,187,2,0,0,0,"sales","medium"
"4764",0.23,0.59,5,245,5,0,0,0,"hr","low"
"4242",0.76,0.49,3,138,2,1,0,0,"technical","medium"
"6850",0.85,0.64,4,147,3,0,0,0,"support","low"
"7322",0.74,0.73,3,267,3,0,0,0,"product_mng","low"
"11125",0.29,0.75,6,271,10,0,0,0,"sales","medium"
"8373",0.36,0.56,6,242,6,0,0,0,"support","medium"
"5466",0.95,0.55,5,185,2,0,0,0,"support","low"
"9394",0.96,0.94,3,182,3,0,0,0,"marketing","high"
"12682",0.4,0.49,2,128,3,0,1,0,"sales","low"
"129",0.09,0.82,6,250,4,0,1,0,"support","low"
"7362",0.97,0.95,3,257,2,0,0,0,"hr","medium"
"270",0.38,0.86,6,139,6,0,1,0,"technical","medium"
"9378",0.79,0.7,3,195,2,0,0,0,"product_mng","low"
"9637",0.68,0.55,4,169,3,1,0,0,"sales","low"
"939",0.1,0.89,6,246,4,0,1,0,"sales","low"
"14233",0.38,0.55,2,147,3,0,1,0,"sales","low"
"9385",0.88,0.66,3,178,3,0,0,0,"RandD","high"
"6218",0.8,0.55,3,206,2,0,0,0,"technical","low"
"6439",0.83,0.76,3,262,2,0,0,0,"accounting","medium"
"14810",0.37,0.46,2,157,3,0,1,0,"IT","low"
"6956",0.99,0.95,3,153,4,0,0,0,"marketing","high"
"14203",0.6,0.53,2,235,7,0,0,0,"IT","medium"
"13542",0.94,0.61,3,140,2,0,0,0,"support","medium"
"12220",0.89,0.87,5,225,5,0,1,0,"product_mng","low"
"14553",0.37,0.47,2,141,3,0,1,0,"technical","medium"
"6927",0.65,0.62,4,235,3,0,0,0,"support","low"
"6124",0.86,0.92,3,260,2,0,0,0,"sales","low"
"14845",0.38,0.56,2,154,3,0,1,0,"sales","low"
"9691",0.99,0.54,3,247,3,0,0,0,"RandD","medium"
"5952",0.14,0.79,5,163,6,0,0,0,"RandD","low"
"8465",0.84,0.52,3,232,4,0,0,0,"product_mng","low"
"5790",0.75,1,4,272,4,1,0,0,"IT","medium"
"1254",0.85,1,4,234,5,0,1,0,"hr","low"
"5481",0.72,0.66,3,256,2,0,0,0,"IT","medium"
"8636",0.88,0.58,2,123,4,0,0,0,"sales","low"
"5363",0.42,0.47,4,146,3,1,0,0,"sales","medium"
"5794",0.8,0.72,3,271,2,0,0,0,"product_mng","medium"
"11760",0.74,0.98,3,166,3,1,0,1,"management","high"
"13446",0.99,0.94,4,167,4,0,0,0,"support","low"
"6643",0.51,0.76,2,239,3,0,0,0,"support","high"
"8098",0.54,0.97,5,233,3,1,0,0,"marketing","low"
"8139",0.64,0.53,4,133,3,0,0,0,"support","low"
"1478",0.38,0.46,2,155,3,0,1,0,"sales","low"
"1686",0.76,0.98,5,242,5,0,1,0,"management","low"
"12941",0.68,0.78,5,233,3,0,0,0,"technical","high"
"13534",0.57,0.88,4,140,2,0,0,0,"support","medium"
"6025",0.52,0.62,3,275,2,0,0,0,"IT","high"
"13051",0.9,0.67,2,229,4,0,0,0,"sales","low"
"10188",0.93,0.57,3,141,2,0,0,0,"technical","low"
"8534",0.59,0.93,5,172,2,0,0,0,"technical","medium"
"5780",0.56,0.64,5,241,3,1,0,0,"support","medium"
"4016",0.14,0.68,5,253,5,0,0,0,"support","low"
"814",0.15,0.55,6,139,4,0,1,0,"support","high"
"8924",0.83,0.56,3,186,3,0,0,0,"product_mng","medium"
"10835",0.79,0.74,3,169,3,0,0,0,"RandD","low"
"13955",0.79,0.86,5,238,8,0,0,0,"sales","low"
"8942",0.91,0.88,5,210,2,1,0,0,"sales","low"
"13551",0.76,0.81,4,242,2,0,0,0,"IT","low"
"12999",0.67,0.6,5,253,6,0,0,0,"sales","medium"
"10202",0.43,0.5,4,121,5,1,0,0,"support","medium"
"1060",0.7,0.93,2,310,3,0,1,0,"product_mng","low"
"6257",0.82,0.84,5,173,2,0,0,0,"RandD","low"
"3986",0.55,0.64,3,138,3,1,0,0,"sales","low"
"4920",0.55,0.93,3,217,3,1,0,0,"technical","low"
"8064",0.51,0.58,5,173,3,0,0,0,"support","low"
"10128",0.89,0.85,3,166,3,0,0,0,"support","medium"
"9043",0.82,0.58,4,249,5,0,0,0,"technical","medium"
"14820",0.45,0.49,2,134,3,0,1,0,"RandD","medium"
"4937",0.68,0.44,5,152,5,0,0,0,"support","low"
"4873",0.98,0.72,3,252,2,0,0,0,"IT","low"
"921",0.37,0.45,2,160,3,0,1,0,"marketing","medium"
"7827",0.67,0.82,5,148,2,1,0,0,"technical","medium"
"12771",0.1,0.83,6,300,4,0,1,0,"marketing","medium"
"12553",0.82,0.85,5,248,5,0,1,0,"sales","low"
"14382",0.81,0.99,4,259,5,0,1,0,"sales","low"
"8055",0.76,0.49,5,243,3,0,0,0,"technical","low"
"5298",0.21,0.93,4,260,3,0,0,0,"hr","low"
"6874",0.74,0.96,5,222,2,0,0,0,"support","high"
"6308",0.7,0.87,4,252,2,1,0,0,"support","low"
"3382",0.55,0.69,3,225,2,0,0,0,"sales","medium"
"8411",0.75,0.67,4,135,2,0,0,0,"sales","high"
"6503",0.96,0.59,6,133,5,0,0,0,"sales","medium"
"242",0.37,0.46,2,156,3,0,1,0,"sales","low"
"1976",0.46,0.54,2,138,3,0,1,0,"product_mng","medium"
"1497",0.1,0.85,7,259,4,0,1,0,"technical","low"
"2195",0.83,0.65,4,162,3,0,0,0,"technical","low"
"14471",0.11,0.84,6,287,4,0,1,0,"accounting","medium"
"14075",0.59,0.54,4,176,2,0,0,0,"technical","medium"
"11242",0.62,0.79,3,259,3,0,0,0,"support","medium"
"8486",0.7,0.69,5,154,2,0,0,0,"sales","low"
"1373",0.88,0.88,4,265,5,0,1,0,"RandD","low"
"12440",0.41,0.52,2,136,3,0,1,0,"technical","low"
"2708",0.83,0.56,4,165,2,0,0,0,"technical","low"
"12180",0.11,0.85,6,308,5,0,1,0,"sales","medium"
"7197",0.51,0.83,3,133,3,0,0,0,"sales","low"
"7984",0.68,0.92,4,209,6,0,0,0,"support","low"
"14880",0.41,0.49,2,147,3,0,1,0,"sales","low"
"7285",0.74,0.87,3,192,3,1,0,0,"hr","low"
"10468",0.59,0.52,6,190,4,0,0,0,"sales","medium"
"9687",0.55,0.9,4,206,3,0,0,0,"product_mng","medium"
"920",0.82,0.86,4,264,5,0,1,0,"management","medium"
"11483",0.87,0.97,5,151,3,0,0,0,"RandD","medium"
"831",0.72,0.95,4,220,5,0,1,0,"product_mng","low"
"5214",0.17,0.91,2,271,4,0,0,0,"sales","medium"
"3212",0.58,0.9,4,175,3,1,0,0,"management","low"
"1704",0.73,0.99,6,206,5,0,1,0,"sales","medium"
"1599",0.83,0.94,5,273,5,0,1,0,"RandD","medium"
"4030",0.61,0.82,3,261,4,0,0,0,"IT","low"
"6902",1,0.52,4,171,4,0,0,0,"hr","medium"
"9527",0.45,0.87,2,268,4,1,0,0,"IT","low"
"5901",0.62,0.92,5,169,2,0,0,0,"sales","medium"
"4592",0.88,0.59,5,147,4,0,0,0,"sales","high"
"1694",0.42,0.53,2,132,3,1,1,0,"sales","low"
"256",0.44,0.45,2,156,3,0,1,0,"sales","medium"
"5585",0.23,0.96,2,234,4,0,0,0,"sales","medium"
"2529",0.24,0.6,4,195,5,0,0,0,"sales","medium"
"13399",0.49,0.91,4,134,4,0,0,0,"accounting","low"
"2243",0.7,0.59,4,216,3,0,0,0,"accounting","low"
"1565",0.12,0.8,5,136,2,0,1,0,"technical","low"
"10765",0.94,0.52,4,217,6,1,0,0,"support","low"
"1265",0.86,0.98,4,270,5,0,1,0,"technical","low"
"4988",0.59,0.62,3,219,3,0,0,0,"sales","low"
"8592",0.5,0.48,2,150,3,1,0,0,"technical","low"
"5698",0.81,0.98,6,196,2,0,0,0,"support","low"
"565",0.41,0.53,2,157,3,0,1,0,"accounting","low"
"12775",0.38,0.5,2,152,3,0,1,0,"sales","high"
"8642",0.54,0.65,5,206,4,1,0,0,"sales","low"
"7552",0.95,0.49,3,158,2,0,0,0,"RandD","low"
"10977",0.69,0.52,3,186,3,0,0,0,"IT","medium"
"9200",0.72,0.71,3,132,2,1,0,0,"technical","low"
"7408",0.91,0.59,4,177,4,0,0,0,"support","medium"
"8882",0.99,0.61,3,154,3,0,0,0,"sales","medium"
"14674",0.8,0.53,3,255,5,0,1,0,"technical","high"
"9286",0.25,0.75,5,194,5,1,0,0,"support","low"
"1070",0.1,0.89,6,244,4,1,1,0,"support","low"
"2908",0.32,0.8,3,263,3,0,0,0,"marketing","medium"
"11588",0.18,0.49,3,240,2,1,0,0,"marketing","low"
"4690",0.74,0.76,3,224,2,0,0,0,"hr","low"
"11189",0.79,0.82,5,158,2,0,0,0,"support","low"
"5756",0.44,0.92,6,268,4,1,0,0,"accounting","medium"
"13684",0.73,0.54,4,167,3,0,0,0,"IT","medium"
"14087",0.42,0.47,6,174,5,0,0,0,"technical","low"
"12529",0.09,0.8,6,301,5,0,1,0,"IT","medium"
"12461",0.43,0.49,2,135,3,0,1,0,"accounting","medium"
"8589",0.82,0.97,4,243,3,1,0,0,"technical","low"
"6452",0.72,0.8,3,213,3,0,0,0,"technical","high"
"9533",0.85,0.86,3,179,3,0,0,0,"product_mng","low"
"2839",0.75,0.64,4,247,3,1,0,0,"sales","medium"
"3239",0.94,0.66,3,236,2,0,0,0,"hr","high"
"4264",0.15,0.67,4,264,3,0,0,0,"IT","low"
"4877",0.8,0.93,3,260,3,0,0,0,"product_mng","low"
"7386",0.64,0.72,3,185,2,1,0,0,"technical","high"
"11947",0.63,0.94,3,172,3,0,0,0,"management","medium"
"2041",0.74,0.58,3,241,3,0,0,0,"support","low"
"13023",0.97,0.93,5,137,2,1,0,0,"support","low"
"13109",0.82,0.93,3,247,3,0,0,0,"technical","medium"
"7112",0.71,0.95,6,204,3,1,0,0,"sales","medium"
"6268",0.66,0.69,5,202,6,0,0,0,"sales","low"
"2190",0.92,0.91,4,222,2,0,0,0,"support","low"
"2666",0.96,0.84,3,264,3,0,0,0,"RandD","low"
"3697",0.7,0.57,4,211,3,0,0,0,"hr","high"
"1623",0.86,0.85,5,267,5,0,1,0,"sales","medium"
"10111",0.92,0.9,4,179,3,0,0,0,"hr","low"
"12696",0.35,0.99,3,236,4,0,1,0,"sales","medium"
"8750",0.15,0.84,3,201,6,0,0,0,"support","medium"
"44",0.1,0.8,7,281,4,0,1,0,"technical","low"
"2693",0.68,0.51,4,157,3,0,0,0,"sales","low"
"2873",0.85,0.64,4,162,3,0,0,0,"support","medium"
"1645",0.83,1,5,224,5,0,1,0,"technical","low"
"9255",0.64,0.48,4,267,2,1,0,0,"sales","low"
"6805",0.77,0.42,4,98,2,0,0,0,"sales","low"
"10572",0.15,0.91,6,98,6,1,0,0,"technical","low"
"2356",0.46,0.58,4,171,3,0,0,0,"product_mng","low"
"2077",0.51,0.69,3,212,3,0,0,0,"sales","low"
"8187",0.83,0.89,4,136,3,0,0,0,"sales","medium"
"3692",0.79,0.93,5,160,4,1,0,0,"accounting","medium"
"14342",0.1,0.83,6,292,4,0,1,0,"support","low"
"13036",0.77,0.5,3,141,3,0,0,0,"IT","medium"
"13147",0.8,0.94,4,271,4,0,0,1,"sales","medium"
"10220",0.76,0.89,4,224,2,0,0,0,"product_mng","low"
"3890",0.76,0.52,3,248,3,0,0,0,"RandD","medium"
"5400",0.84,0.53,5,190,3,0,0,0,"technical","medium"
"6227",0.87,0.82,3,224,3,0,0,0,"technical","low"
"5242",0.88,0.45,5,274,2,1,0,0,"support","medium"
"821",0.11,0.93,7,284,4,0,1,0,"technical","low"
"12483",0.77,0.87,4,242,6,0,1,0,"sales","low"
"8349",0.8,0.78,3,251,3,0,0,0,"sales","high"
"7467",0.57,0.42,2,248,4,0,0,0,"IT","medium"
"12103",0.42,0.46,2,150,3,0,1,0,"sales","medium"
"10493",0.51,0.94,5,260,4,0,0,0,"technical","low"
"3867",0.7,0.9,4,216,3,0,0,0,"support","low"
"11128",0.71,0.76,4,148,8,0,0,0,"accounting","medium"
"11583",0.58,0.91,3,195,10,0,0,0,"support","low"
"1036",0.1,0.95,6,256,4,0,1,0,"technical","medium"
"1895",0.11,0.89,6,268,4,0,1,0,"IT","medium"
"8800",0.92,0.95,6,239,4,0,0,0,"sales","medium"
"10195",0.77,0.76,5,149,2,0,0,0,"technical","medium"
"11653",0.74,0.67,5,216,3,0,0,0,"sales","low"
"13095",0.48,0.86,5,198,4,0,0,0,"technical","low"
"14227",0.38,0.54,2,143,3,0,1,0,"sales","low"
"3631",0.97,0.53,4,195,4,0,0,0,"technical","low"
"2412",0.61,0.62,4,140,3,1,0,0,"support","medium"
"696",0.35,0.99,3,236,4,0,1,0,"sales","medium"
"14389",0.38,0.5,2,140,3,0,1,0,"sales","medium"
"4026",0.12,0.58,3,241,2,0,0,0,"technical","low"
"12829",0.66,0.56,4,185,3,0,0,0,"sales","medium"
"12389",0.45,0.5,2,157,3,0,1,0,"marketing","medium"
"5542",0.43,0.74,4,121,5,1,0,0,"technical","low"
"6868",0.81,0.8,3,183,2,1,0,0,"RandD","medium"
"10720",0.9,0.57,4,185,3,1,0,0,"technical","medium"
"6607",0.63,0.5,4,167,3,1,0,0,"technical","medium"
"12939",0.97,0.93,3,153,2,0,0,0,"technical","low"
"529",0.09,0.8,6,301,5,0,1,0,"IT","medium"
"6464",0.56,0.56,5,229,4,1,0,0,"support","low"
"8104",0.58,0.63,4,190,2,0,0,0,"sales","medium"
"5518",0.96,0.82,4,201,2,0,0,0,"sales","high"
"9498",0.59,0.43,3,171,3,0,0,0,"hr","medium"
"3903",0.2,0.49,5,199,5,0,0,0,"sales","low"
"934",0.1,0.96,6,254,4,1,1,0,"sales","medium"
"2283",0.94,0.51,3,160,2,0,0,0,"IT","low"
"10949",0.76,0.79,5,187,4,0,0,0,"hr","medium"
"1652",0.11,0.85,7,244,4,0,1,0,"support","low"
"9429",0.85,0.83,4,219,3,0,0,0,"technical","low"
"11046",0.89,0.39,5,218,2,0,0,0,"technical","low"
"12331",0.38,0.57,2,140,3,0,1,0,"sales","low"
"8386",0.66,0.51,6,105,4,0,0,0,"IT","high"
"11855",0.7,0.93,3,250,3,0,0,0,"marketing","low"
"12379",0.31,0.56,4,238,2,0,1,0,"accounting","medium"
"4607",0.82,0.68,3,140,2,0,0,0,"sales","low"
"12839",0.98,0.77,3,191,2,0,0,0,"sales","medium"
"3636",0.61,0.78,3,238,2,0,0,0,"support","medium"
"10199",0.9,0.66,4,160,2,1,0,0,"support","medium"
"4131",0.81,0.58,3,243,4,0,0,0,"marketing","high"
"1613",0.43,0.55,4,134,3,0,1,0,"marketing","low"
"8048",0.96,0.94,5,235,3,0,0,0,"hr","low"
"11948",0.85,0.9,3,245,3,0,0,0,"marketing","medium"
"3904",0.78,0.79,3,203,2,0,0,0,"sales","low"
"14224",0.84,0.92,4,234,5,0,1,0,"sales","low"
"7122",0.93,1,3,148,4,0,0,0,"sales","low"
"4928",0.67,0.58,3,246,3,0,0,0,"technical","medium"
"8654",0.41,0.5,3,193,3,0,0,0,"sales","medium"
"5416",0.97,0.87,3,207,4,0,0,0,"RandD","low"
"5458",0.96,0.75,3,231,3,0,0,0,"technical","low"
"3255",0.57,0.54,5,216,3,0,0,0,"support","medium"
"13449",0.24,0.5,4,282,4,1,0,0,"support","low"
"11243",0.6,0.61,5,191,2,1,0,0,"technical","high"
"4979",0.97,0.75,5,270,3,1,0,0,"sales","medium"
"278",0.74,0.89,5,229,6,0,1,0,"support","low"
"9037",0.82,0.37,2,280,3,0,0,0,"accounting","medium"
"9121",0.76,0.71,6,168,2,0,0,0,"technical","high"
"2732",0.3,0.91,4,248,4,0,0,0,"management","low"
"1420",0.75,0.87,5,246,5,0,1,0,"technical","low"
"7843",0.49,0.52,3,225,2,0,0,0,"technical","high"
"14219",0.92,0.85,5,259,5,0,1,0,"sales","low"
"10620",0.19,0.72,4,102,3,0,0,0,"sales","medium"
"8358",0.94,0.53,5,169,3,0,0,0,"technical","low"
"5577",0.72,0.83,5,193,2,0,0,0,"support","medium"
"12313",0.4,0.54,2,139,3,0,1,0,"marketing","low"
"9559",0.81,0.89,4,166,2,1,0,0,"sales","low"
"9083",0.99,0.71,4,212,2,0,0,0,"marketing","medium"
"11500",0.65,0.77,4,205,3,0,0,0,"sales","low"
"10543",0.33,1,2,210,3,1,0,0,"sales","medium"
"10517",0.87,0.77,3,190,3,0,0,0,"management","low"
"6100",0.87,0.98,4,266,2,1,0,0,"product_mng","high"
"1809",0.36,0.48,2,136,3,0,1,0,"support","low"
"10595",0.78,0.7,4,139,3,0,0,0,"IT","low"
"6168",0.5,0.59,3,260,3,0,0,0,"IT","medium"
"14011",0.72,0.71,4,256,3,0,0,1,"sales","medium"
"7991",0.6,0.58,2,182,2,0,0,0,"support","medium"
"10315",0.41,0.48,3,135,3,0,0,0,"sales","high"
"7778",0.48,0.9,4,224,3,0,0,0,"product_mng","low"
"12532",0.37,0.54,2,131,3,1,1,0,"hr","medium"
"12953",0.62,0.89,4,261,2,0,0,0,"technical","medium"
"11134",0.62,0.84,3,270,6,0,0,0,"hr","medium"
"1334",0.11,0.89,7,257,4,0,1,0,"technical","low"
"7697",0.88,0.95,4,234,3,0,0,0,"IT","low"
"14726",0.83,0.96,5,275,5,0,1,0,"support","low"
"3607",0.58,0.62,3,169,2,0,0,0,"sales","medium"
"14754",0.77,0.91,5,236,5,0,1,0,"marketing","medium"
"10876",0.66,0.91,3,191,4,0,0,0,"technical","low"
"13497",0.64,0.67,3,143,6,0,0,0,"sales","medium"
"11536",0.57,0.66,3,268,3,0,0,0,"sales","low"
"11634",0.77,0.89,4,269,10,0,0,0,"management","high"
"1016",0.39,0.48,2,138,3,0,1,0,"sales","low"
"5949",0.74,0.83,4,142,3,0,0,0,"IT","medium"
"5107",0.53,0.8,3,175,3,0,0,0,"IT","low"
"1936",0.39,0.45,2,140,3,0,1,0,"sales","medium"
"14932",0.87,0.88,5,240,5,0,1,0,"IT","medium"
"9159",0.44,0.67,5,170,3,1,0,0,"marketing","medium"
"2851",0.91,0.85,4,203,2,0,0,0,"sales","low"
"4588",0.49,0.71,2,117,3,0,0,0,"marketing","high"
"6087",0.15,0.9,5,284,4,0,0,0,"support","low"
"14970",0.43,0.46,2,157,3,0,1,0,"sales","medium"
"4098",0.54,0.96,3,147,2,0,0,0,"support","medium"
"10215",0.23,0.51,5,139,6,0,0,0,"IT","low"
"620",0.43,0.51,2,141,3,0,1,0,"sales","low"
